step,lr,in_warmup,bc1_m_convergence,bc2_v_convergence,inv_bc2_amplification,adam_amp,effective_lr,step_noise_power,step_signal_power,signal_dominance,signal_quality,cumulative_displacement,disruption_vs_xavier_emb,disruption_vs_xavier_enc,ln_V_random_baseline,v_halflife_693
100,6.0599999999999996e-05,1,0.9999760947410011,0.09611264503340478,10.404458223498494,0.31002780583929757,1.878768503386143e-05,5.477557371097567e-05,5.824426289024329e-06,0.10633254741898318,0.09611034743573219,0.0030906,0.1309286525939987,0.0494496,9.210340371976184,0.0
101,6.12e-05,1,0.999978485266901,0.09701653238837138,10.307521567528859,0.31148147150785455,1.9062666056280698e-05,5.526258821783167e-05,5.937411782168328e-06,0.10743998740638959,0.09701444510357085,0.0031518,0.13352129918001848,0.0504288,9.210340371976184,0.0
102,6.18e-05,1,0.999980636740211,0.09791951585598302,10.212468793971254,0.31292700114910876,1.933888867101492e-05,5.574857392010025e-05,6.05142607989975e-06,0.10854853594233192,0.09791761981495908,0.0032136,0.13613936386982275,0.0514176,9.210340371976184,0.0
103,6.24e-05,1,0.9999825730661899,0.098821596340127,10.119245560030942,0.3143645029977172,1.961634498705755e-05,5.6233532388376076e-05,6.166467611623924e-06,0.10965819413646835,0.09881987418270856,0.0032760000000000003,0.13878284666341156,0.052416000000000004,9.210340371976184,0.0
104,6.3e-05,1,0.9999843157595709,0.09972277474378688,10.02779959311455,0.3157940831765743,1.9895027240124183e-05,5.6717465191141426e-05,6.282534808858573e-06,0.11076896309956794,0.09972121066781155,0.0033390000000000004,0.14145174756078485,0.053424000000000006,9.210340371976184,0.0
105,6.359999999999999e-05,1,0.9999858841836138,0.10062305196904309,9.938080593179109,0.3172158457300725,2.0174927788432605e-05,5.7200373894768846e-05,6.399626105231139e-06,0.11188084394351144,0.10062163159251727,0.0034026000000000004,0.14414606656194265,0.05444160000000001,9.210340371976184,0.0
106,6.419999999999999e-05,1,0.9999872957652524,0.10152242891707408,9.850040140556759,0.3186298926588175,2.045603910869608e-05,5.768226006352383e-05,6.517739936476155e-06,0.11299383778129278,0.10152113915230497,0.0034668000000000004,0.14686580366688498,0.055468800000000006,9.210340371976184,0.0
107,6.48e-05,1,0.9999885661887271,0.10242090648815694,9.763631608900388,0.3200363239555113,2.0738353792317132e-05,5.816312525956743e-05,6.63687474043257e-06,0.11410794572701971,0.10241973542684175,0.0035316,0.1496109588756118,0.0565056,9.210340371976184,0.0
108,6.54e-05,1,0.9999897095698544,0.10331848558166878,9.678810082921157,0.3214352376417504,2.102186454177048e-05,5.864297104295886e-05,6.757028957041139e-06,0.11522316889591565,0.10331742239001016,0.0035970000000000004,0.15238153218812311,0.057552000000000006,9.210340371976184,0.0
109,6.599999999999999e-05,1,0.999990738612869,0.10421516709608714,9.595532280613174,0.32282672980550864,2.1306564167163567e-05,5.912179897165824e-05,6.87820102834175e-06,0.11633950840431997,0.10421420191907974,0.0036630000000000005,0.15517752360441897,0.05860800000000001,9.210340371976184,0.0
110,6.659999999999999e-05,1,0.9999916647515821,0.105110951928991,9.513756479682177,0.32421089463910824,2.1592445582964605e-05,5.9599610601529194e-05,7.0003893984708e-06,0.11745696536968961,0.10511007580309523,0.0037296000000000004,0.1579989331244993,0.05967360000000001,9.210340371976184,0.0
111,6.72e-05,1,0.9999924982764239,0.10600584097706212,9.433442447915517,0.32558782447750095,2.1879501804888063e-05,6.007640748634142e-05,7.123592513658573e-06,0.11857554091060034,0.10600504575054566,0.0037968000000000003,0.16084576074836415,0.060748800000000006,9.210340371976184,0.0
112,6.78e-05,1,0.9999932484487815,0.10689983513608503,9.354551377249418,0.3269576098367006,2.21677259469283e-05,6.055219117777343e-05,7.247808822226565e-06,0.11969523614674706,0.10689911339637286,0.0038646,0.1637180064760135,0.0618336,9.210340371976184,0.0
113,6.839999999999998e-05,1,0.9999939236039034,0.10779293530094891,9.277045821306222,0.32832033945223615,2.2457111218532948e-05,6.102696322541508e-05,7.3730367745849035e-06,0.12081605219894595,0.1077922803083776,0.003933,0.16661567030744737,0.062928,9.210340371976184,0.0
114,6.9e-05,1,0.999994531243513,0.10868514236564797,9.20088963619069,0.3296761003174997,2.274765092190748e-05,6.150072517677028e-05,7.49927482322971e-06,0.12193799018913512,0.10868454799307062,0.0040019999999999995,0.16953875224266574,0.06403199999999999,9.210340371976184,0.0
115,6.96e-05,1,0.9999950781191617,0.10957645722328235,9.126047924348518,0.3310249777218875,2.3039338449443368e-05,6.197347857725955e-05,7.626521422740451e-06,0.1230610512403755,0.10957591790101721,0.0040716,0.1724872522816686,0.0651456,9.210340371976184,0.0
116,7.02e-05,1,0.9999955703072455,0.11046688076605904,9.052486981303904,0.332367055288644,2.333216728126281e-05,6.244522497022266e-05,7.754775029777344e-06,0.12418523647685233,0.1104663914317177,0.0041418,0.17546117042445603,0.0662688,9.210340371976184,0.0
117,7.079999999999999e-05,1,0.999996013276521,0.11135641388529294,8.980174245105355,0.33370241501233133,2.3626130982873054e-05,6.291596589692125e-05,7.884034103078738e-06,0.12531054702387615,0.11135596993806317,0.0042126,0.17846050667102792,0.0674016,9.210340371976184,0.0
118,7.139999999999999e-05,1,0.9999964119488689,0.11224505747140767,8.909078248320478,0.3350311372958545,2.3921223202924005e-05,6.338570289654149e-05,8.014297103458506e-06,0.12643698400788406,0.11224465473040225,0.0042840000000000005,0.18148526102138435,0.06854400000000001,9.210340371976184,0.0
119,7.199999999999999e-05,1,0.999996770753982,0.11313281241393625,8.839168572431026,0.33635330098698824,2.4217437671063148e-05,6.385443750619658e-05,8.145562493803408e-06,0.12756454855644048,0.11313244708025225,0.0043560000000000005,0.18453543347552526,0.06969600000000001,9.210340371976184,0.0
120,7.26e-05,1,0.9999970936785838,0.11401967960152237,8.770415804489318,0.3376689834143566,2.451476819588229e-05,6.432217126092948e-05,8.277828739070525e-06,0.1286932417982388,0.11401934822368567,0.0044286,0.18761102403345067,0.0708576,9.210340371976184,0.0
121,7.319999999999999e-05,1,0.9999973843107254,0.11490565992192081,8.702791495906354,0.33897826042282386,2.4813208662950702e-05,6.478890569371538e-05,8.411094306284602e-06,0.12982306486310186,0.11490535936441856,0.0045018,0.1907120326951606,0.0720288,9.210340371976184,0.0
122,7.379999999999999e-05,1,0.9999976458796529,0.11579075426199892,8.636268123250213,0.3402812064082664,2.511275303293006e-05,6.525464233546448e-05,8.54535766453552e-06,0.13095401888198388,0.11579048167662831,0.0045756,0.193838459460655,0.0732096,9.210340371976184,0.0
123,7.439999999999999e-05,1,0.9999978812916875,0.11667496350773687,8.570819050941367,0.3415778943516957,2.5413395339766158e-05,6.571938271502437e-05,8.680617284975622e-06,0.1320861049869708,0.11667471630752184,0.00465,0.19699030432993395,0.0744,9.210340371976184,0.0
124,7.5e-05,1,0.9999980931625189,0.11755828854422923,8.506418495738544,0.3428683958527137,2.5715129688953526e-05,6.61831283591828e-05,8.816871640817192e-06,0.1332193243112822,0.11755806437967842,0.004725,0.20016756730299742,0.0756,9.210340371976184,0.0
125,7.559999999999998e-05,1,0.999998283846267,0.11844073025568491,8.443041492915839,0.34415278116228276,2.601795025586857e-05,6.66458807926702e-05,8.954119207329777e-06,0.13435367798927136,0.11844052699318354,0.0048006,0.20337024837984538,0.0768096,9.210340371976184,0.0
126,7.62e-05,1,0.9999984554616402,0.11932228952542923,8.380663864037626,0.34543111921480074,2.6321851284167816e-05,6.71076415381623e-05,9.092358461837706e-06,0.13548916715642775,0.11932210522757587,0.004876800000000001,0.20659834756047787,0.07802880000000001,9.210340371976184,0.0
127,7.68e-05,1,0.9999986099154762,0.12020296723590385,8.319262186244154,0.3467034776594686,2.6626827084247186e-05,6.756841211628257e-05,9.231587883717415e-06,0.13662579294937724,0.12020280014361938,0.004953600000000001,0.20985186484489485,0.07925760000000001,9.210340371976184,0.0
128,7.74e-05,1,0.9999987489239286,0.12108276426866793,8.258813762965648,0.3479699228909513,2.693287203175963e-05,6.80281940456051e-05,9.371805954394898e-06,0.1377635565058831,0.1210826127849189,0.005031000000000001,0.21313080023309633,0.08049600000000001,9.210340371976184,0.0
129,7.8e-05,1,0.9999988740315358,0.12196168150439923,8.199296595988056,0.3492305200793275,2.7239980566187544e-05,6.848698884265685e-05,9.51301115734314e-06,0.1389024589648479,0.121961544179392,0.005109000000000001,0.21643515372508232,0.08174400000000001,9.210340371976184,0.0
130,7.859999999999999e-05,1,0.9999989866283822,0.12283971982289488,8.14068935879826,0.3504853331993288,2.7548147189467237e-05,6.894479802192045e-05,9.655201978079535e-06,0.14004250146631428,0.12283959534060926,0.0051876000000000005,0.2197649253208528,0.08300160000000001,9.210340371976184,0.0
131,7.919999999999999e-05,1,0.9999990879655439,0.12371688010307191,8.082971371140887,0.3517344250588725,2.7857366464662697e-05,6.94016230958367e-05,9.798376904163294e-06,0.14118368515146565,0.12371676726901447,0.0052668,0.2231201150204078,0.0842688,9.210340371976184,0.0
132,7.98e-05,1,0.9999991791689895,0.12459316322296887,8.026122574722857,0.3529778573268936,2.816763301468611e-05,6.985746557480708e-05,9.942534425192916e-06,0.14232601116262833,0.12459306095303681,0.0053466,0.22650072282374728,0.0855456,9.210340371976184,0.0
133,8.04e-05,1,0.9999992612520906,0.12546857005974588,7.970123510005876,0.3542156905604817,2.8478941521062727e-05,7.031232696719643e-05,1.008767303280357e-05,0.14346948064327156,0.12546847737010206,0.0054269999999999995,0.2299067487308713,0.08683199999999999,9.210340371976184,0.0
134,8.099999999999999e-05,1,0.9999993351268816,0.1263431014896862,7.914955294030306,0.35544798423133234,2.8791286722737915e-05,7.07662087793354e-05,1.023379122066458e-05,0.14461409473800965,0.1263430174875543,0.005508,0.23333819274177983,0.088128,9.210340371976184,0.0
135,8.159999999999999e-05,1,0.9999994016141934,0.12721675838819646,7.860599599217448,0.3566747967515202,2.9104663414924044e-05,7.121911251552317e-05,1.038088748447683e-05,0.14575985459260218,0.1272166822634939,0.0055896,0.23679505485647287,0.0894336,9.210340371976184,0.0
136,8.219999999999999e-05,1,0.9999994614527741,0.12808954162980835,7.807038633100121,0.3578961854986085,2.9419066447985617e-05,7.167103967802974e-05,1.0528960321970245e-05,0.14690676135395625,0.12808947264754103,0.0056718,0.24027733507495042,0.0907488,9.210340371976184,0.0
137,8.28e-05,1,0.9999995153074966,0.12896145208817844,7.7542551189346245,0.359112206840101,2.973449072636036e-05,7.212199176709882e-05,1.0678008232901174e-05,0.14805481617012622,0.1289613895815294,0.0057546,0.24378503339721247,0.0920736,9.210340371976184,0.0
138,8.34e-05,1,0.9999995637767469,0.12983249063609037,7.702232277149458,0.36032291615725376,3.0050931207514963e-05,7.257197028095006e-05,1.0828029719049936e-05,0.1492040201903167,0.12983243400013894,0.005838,0.24731814982325903,0.093408,9.210340371976184,0.0
139,8.4e-05,1,0.9999996073990722,0.13070265814545423,7.650953807589256,0.36152836786825504,3.036838290093342e-05,7.302097671578184e-05,1.0979023284218155e-05,0.15035437456488154,0.1307026068314694,0.005922,0.2508766843530901,0.094752,9.210340371976184,0.0
140,8.46e-05,1,0.9999996466591651,0.13157195548730882,7.60040387251414,0.36272861545079027,3.0686840867136856e-05,7.346901256577367e-05,1.1130987434226326e-05,0.15150588044532692,0.1315719089975642,0.0060066,0.2544606369867057,0.0961056,9.210340371976184,0.0
141,8.52e-05,1,0.9999996819932485,0.13244038353182142,7.55056708031754,0.36392371146400154,3.100630021673293e-05,7.391607932308882e-05,1.1283920676911184e-05,0.1526585389843111,0.13244034141488528,0.0060918,0.2580700077241057,0.0974688,9.210340371976184,0.0
142,8.579999999999998e-05,1,0.9999997137939237,0.13330794314828964,7.501428469927076,0.3651137075698598,3.132675610949396e-05,7.436217847787674e-05,1.143782152212325e-05,0.1538123513356468,0.1333079049947463,0.006177599999999999,0.2617047965652903,0.09884159999999999,9.210340371976184,0.0
143,8.639999999999999e-05,1,0.9999997424145314,0.1341746352051414,7.452973495855507,0.3662986545539591,3.164820375346206e-05,7.480731151827577e-05,1.1592688481724214e-05,0.15496731865430116,0.1341746006437051,0.006264,0.26536500351025943,0.100224,9.210340371976184,0.0
144,8.7e-05,1,0.9999997681730782,0.13504046056993624,7.405188013870176,0.367478602345751,3.197063840408034e-05,7.525147993041555e-05,1.1748520069584452e-05,0.15612344209639753,0.13504042926392196,0.006351,0.269050628559013,0.101616,9.210340371976184,0.0
145,8.76e-05,1,0.9999997913557703,0.13590542010936624,7.3580582672514225,0.36865360003823017,3.229405536334896e-05,7.569468519841953e-05,1.1905314801580483e-05,0.15728072281921665,0.13590539175348454,0.0064386,0.27276167171155113,0.1030176,9.210340371976184,0.0
146,8.819999999999999e-05,1,0.9999998122201933,0.1367695146892569,7.311570873611858,0.3698236959070868,3.261844997900505e-05,7.613692880440753e-05,1.2063071195592458e-05,0.1584391619811979,0.13676948900670388,0.0065268,0.2764981329678738,0.1044288,9.210340371976184,0.0
147,8.879999999999999e-05,1,0.999999830998174,0.1376327451745677,7.2657128122500305,0.3709889374293389,3.2943817643725295e-05,7.657821222849838e-05,1.222178777150161e-05,0.1595987607419399,0.13763272191438244,0.0066156,0.28026001232798087,0.1058496,9.210340371976184,0.0
148,8.939999999999999e-05,1,0.9999998478983566,0.13849511242939305,7.220471412013297,0.3721493713014588,3.3270153794350415e-05,7.701853694881225e-05,1.2381463051187738e-05,0.16075952026220203,0.13849509136405885,0.006705,0.28404730979187254,0.10728,9.210340371976184,0.0
149,8.999999999999999e-05,1,0.999999863108521,0.1393566173169637,7.175834339646183,0.3733050434570077,3.359745391113069e-05,7.745790444147327e-05,1.2542095558526732e-05,0.16192144170390596,0.13935659824023022,0.006795,0.28786002535954863,0.10872,9.210340371976184,0.0
150,9.059999999999998e-05,1,0.9999998767976689,0.14021726069964668,7.131789588601768,0.3744559990837907,3.3925713516991426e-05,7.7896316180612e-05,1.2703683819387988e-05,0.16308452623013606,0.1402172434245533,0.0068855999999999995,0.29169815903100926,0.11016959999999999,9.210340371976184,0.0
151,9.12e-05,1,0.9999998891179019,0.14107704343894711,7.088325468294654,0.3756022826405471,3.42549281768179e-05,7.833377363836802e-05,1.2866226361631975e-05,0.16424877500514126,0.14107702779602854,0.006976799999999999,0.29556171080625443,0.11162879999999999,9.210340371976184,0.0
152,9.18e-05,1,0.9999999002061117,0.1419359663955081,7.045430593775472,0.37674393787318766,3.458509349675862e-05,7.877027828489236e-05,1.3029721715107643e-05,0.1654141891943355,0.14193595223116612,0.0070685999999999995,0.29945068068528413,0.11309759999999999,9.210340371976184,0.0
153,9.24e-05,1,0.9999999101855006,0.14279403042911265,7.00309387580758,0.37788100783059314,3.4916205123546806e-05,7.920583158834999e-05,1.3194168411650009e-05,0.1665807699642999,0.1427940176041383,0.007161,0.3033650686680983,0.114576,9.210340371976184,0.0
154,9.299999999999998e-05,1,0.9999999191669505,0.1436512363986835,6.961304511327997,0.3790135348799846,3.524825874383856e-05,7.964043501492242e-05,1.3359564985077562e-05,0.16774851848278263,0.143651224786916,0.007254,0.307304874754697,0.116064,9.210340371976184,0.0
155,9.359999999999998e-05,1,0.9999999272502554,0.1445075851622848,6.920051974275127,0.3801415607218801,3.558125008356797e-05,8.007409002881012e-05,1.3525909971189854e-05,0.16891743591870131,0.14450757464939487,0.0073476,0.3112700989450802,0.1175616,9.210340371976184,0.0
156,9.419999999999999e-05,1,0.99999993452523,0.14536307757712252,6.879326006767083,0.38126512640464844,3.5915174907317875e-05,8.050679809223504e-05,1.369320190776494e-05,0.17008752344214348,0.14536306805950844,0.0074418,0.31526074123924785,0.1190688,9.210340371976184,0.0
157,9.48e-05,1,0.999999941072707,0.14621771449954546,6.839116610614979,0.3823842723386714,3.625002901770605e-05,8.093856066544308e-05,1.386143933455691e-05,0.17125878222436794,0.14621770588333136,0.0075366,0.31927680163720007,0.1205856,9.210340371976184,0.0
158,9.539999999999999e-05,1,0.9999999469654363,0.14707149678504594,6.79941403915649,0.3834990383101274,3.658580825478615e-05,8.13693792067066e-05,1.4030620793293381e-05,0.17243121343780576,0.14707148898517328,0.007632,0.32331828013893676,0.122112,9.210340371976184,0.0
159,9.599999999999999e-05,1,0.9999999522688926,0.14792442528826089,6.760208789395641,0.38460946349440644,3.692250849546301e-05,8.179925517232695e-05,1.4200744827673043e-05,0.1736048182560618,0.14792441822766425,0.007728,0.327385176744458,0.123648,9.210340371976184,0.0
160,9.659999999999999e-05,1,0.9999999570420034,0.14877650086297256,6.721491594435527,0.38571558646916804,3.7260125652921626e-05,8.222819001663684e-05,1.4371809983363147e-05,0.17477959785391564,0.14877649447183214,0.0078246,0.3314774914537637,0.1251936,9.210340371976184,0.0
161,9.719999999999999e-05,1,0.999999961337803,0.14962772436210958,6.683253416191306,0.386817445227052,3.759865567606945e-05,8.265618519200294e-05,1.454381480799705e-05,0.17595555340732294,0.14962771857717302,0.0079218,0.33559522426685395,0.1267488,9.210340371976184,0.0
162,9.779999999999999e-05,1,0.9999999652040227,0.15047809663774747,6.645485438371432,0.3879150771880527,3.793809454899155e-05,8.30832421488283e-05,1.4716757851171701e-05,0.17713268609341634,0.15047809140171503,0.0080196,0.3397383751837287,0.1283136,9.210340371976184,0.0
